,id,NB,LR,VD
10901,802235478095360000,negative,neutral,neutral
10902,802236312170266624,positive,positive,neutral
10903,802238301994291200,positive,positive,neutral
10904,802238442419666946,negative,positive,positive
10905,802242069460697089,positive,positive,neutral
10906,802246026308399104,neutral,neutral,neutral
10907,802246994693685248,positive,positive,neutral
10908,802247395199385600,positive,positive,neutral
10909,802247749768986624,neutral,neutral,neutral
10910,802247779405791232,positive,positive,neutral
10911,802247866035163137,positive,positive,neutral
10912,802248293803642880,positive,positive,neutral
10913,802250572761923585,neutral,positive,neutral
10914,802251337031249920,neutral,neutral,neutral
10915,802253649179086848,neutral,neutral,neutral
10916,802254913061298176,neutral,positive,neutral
10917,802255512024809472,positive,positive,positive
10918,802259195198316544,positive,positive,neutral
10919,802260104401686528,neutral,neutral,neutral
10920,802262761350709248,positive,positive,positive
10921,802263354920214530,negative,positive,neutral
10922,802263744969641984,positive,neutral,neutral
10923,802264230778916864,positive,positive,neutral
10924,802265389551927296,positive,neutral,neutral
10925,802268080969682944,neutral,positive,neutral
10926,802270177756745728,positive,positive,neutral
10927,802270449694601216,neutral,positive,neutral
10928,802271982309896197,positive,positive,positive
10929,802272012509085696,neutral,positive,neutral
10930,802273901871067142,neutral,positive,neutral
10931,802275659254931456,positive,neutral,neutral
10932,802277347059761152,neutral,neutral,neutral
10933,802281570191155200,positive,positive,neutral
10934,802285113518198784,positive,neutral,neutral
10935,802285739870404609,positive,positive,neutral
10936,802288330712883200,neutral,neutral,neutral
10937,802294375493443585,positive,positive,neutral
10938,802296383059427328,positive,positive,negative
10939,802296536860360704,positive,positive,neutral
10940,802298256940273668,positive,positive,neutral
10941,802299637637861376,neutral,neutral,neutral
10942,802301659019902977,positive,neutral,neutral
10943,802302114177413122,negative,neutral,neutral
10944,802302546035560448,neutral,neutral,neutral
10945,802304164978049024,neutral,positive,neutral
10946,802304264185880576,negative,neutral,neutral
10947,802307818955087872,positive,neutral,neutral
10948,802308004112646145,positive,neutral,positive
10949,802313969260109824,positive,positive,positive
10950,802314709106126848,neutral,neutral,neutral
10951,802315683258363904,positive,neutral,neutral
10952,802316640239190017,positive,positive,neutral
10953,802317759518384128,positive,positive,positive
10954,802318014188318720,positive,neutral,neutral
10955,802322414352920576,neutral,neutral,positive
10956,802323028356960256,positive,positive,positive
10957,802323844430266373,neutral,neutral,neutral
10958,802323962214674436,positive,positive,positive
10959,802324362711810048,negative,positive,neutral
10960,802324604127744004,neutral,neutral,neutral
10961,802328722535751680,positive,positive,neutral
10962,802329805349789696,positive,positive,positive
10963,802329832977612800,neutral,neutral,neutral
10964,802330489004654593,positive,positive,neutral
10965,802331551556136960,positive,positive,neutral
10966,802331751729217536,neutral,positive,neutral
10967,802331797958709248,positive,neutral,neutral
10968,802331902199918593,positive,positive,neutral
10969,802332594448658432,positive,positive,neutral
10970,802332895373357056,neutral,neutral,neutral
10971,802334866696179712,neutral,neutral,neutral
10972,802335037979029505,neutral,neutral,negative
10973,802337394951266304,positive,positive,neutral
10974,802338634183548928,positive,positive,neutral
10975,802341129303666688,positive,positive,positive
10976,802341946673037316,negative,negative,positive
10977,802342187891564544,positive,positive,positive
10978,802342709059055617,positive,positive,neutral
10979,802345264153407488,positive,neutral,neutral
10980,802348156558123009,positive,positive,neutral
10981,802348698554408960,positive,neutral,neutral
10982,802352762587521024,neutral,positive,positive
10983,802356749378256896,positive,positive,positive
10984,802358518904864768,positive,positive,neutral
10985,802360311995138048,positive,positive,neutral
10986,802374743122845696,positive,positive,positive
10987,802375873374527488,positive,positive,neutral
10988,802380910117040128,positive,positive,neutral
10989,802385435339014144,neutral,neutral,neutral
10990,802386119673319424,positive,positive,positive
10991,802387642486784000,neutral,neutral,neutral
10992,802389954047315968,positive,neutral,neutral
10993,802164754609504256,positive,neutral,positive
10994,802165984689692672,negative,neutral,neutral
10995,802170405859590144,positive,neutral,negative
10996,802174291781545984,positive,neutral,neutral
10997,802175625381429248,positive,positive,negative
10998,802176602952138753,negative,neutral,positive
10999,802179795463401472,negative,neutral,positive
11000,802181739124760576,positive,positive,positive
11001,802182120919601153,neutral,neutral,neutral
11002,802185186947584000,negative,neutral,neutral
11003,802185268652638208,negative,positive,neutral
11004,802186130011684864,positive,neutral,neutral
11005,802188825325961216,neutral,neutral,neutral
11006,802189759124799489,negative,neutral,neutral
11007,802189886790856704,positive,positive,neutral
11008,802191092254904320,negative,negative,neutral
11009,802191591490338816,positive,positive,positive
11010,802194455847694336,neutral,neutral,neutral
11011,802200713023496192,neutral,neutral,neutral
11012,802201298552651776,positive,neutral,neutral
11013,802202281181446144,neutral,neutral,neutral
11014,802202990086160384,positive,positive,neutral
11015,802204108694360065,neutral,positive,neutral
11016,802206541101367296,positive,neutral,neutral
11017,802213014715895808,neutral,neutral,neutral
11018,802218829401075712,negative,neutral,neutral
11019,802218852301971456,neutral,neutral,neutral
11020,802219590889721856,negative,neutral,negative
11021,802219731138805762,neutral,neutral,neutral
11022,802219881210920960,negative,neutral,positive
11023,802221236298387456,negative,negative,neutral
11024,802228914290655232,positive,negative,positive
11025,802228978908065800,negative,negative,neutral
11026,802229773145673728,neutral,neutral,neutral
11027,802230197374357505,negative,positive,neutral
11028,802230209839792128,positive,neutral,neutral
11029,802231057600770048,neutral,positive,positive
11030,802231469917798400,positive,neutral,neutral
11031,802233916560121860,neutral,neutral,neutral
11032,802235353537056770,positive,positive,positive
11033,802238342096179200,negative,negative,negative
11034,802238406667419648,negative,negative,neutral
11035,802238699257954305,neutral,neutral,positive
11036,802239150405591045,negative,neutral,negative
11037,802239183800729600,neutral,positive,neutral
11038,802239471651418113,negative,neutral,positive
11039,802240038880870401,neutral,neutral,neutral
11040,802245626276839426,positive,neutral,neutral
11041,802246201034895360,positive,positive,neutral
11042,802247295270060032,negative,neutral,neutral
11043,802248995187793920,neutral,neutral,positive
11044,802249371035336704,neutral,neutral,neutral
11045,802249625373700096,negative,positive,positive
11046,802253440948633600,neutral,neutral,neutral
11047,802261850062815236,neutral,positive,negative
11048,802264289843286016,negative,neutral,neutral
11049,802266269164703745,positive,positive,neutral
11050,802270112958980096,neutral,neutral,positive
11051,802283909895491584,neutral,neutral,neutral
11052,802284635635859456,negative,neutral,neutral
11053,802286323444789248,positive,positive,neutral
11054,802288525588787200,positive,positive,neutral
11055,802296155249983490,positive,positive,neutral
11056,802310156029661184,negative,positive,neutral
11057,802314458014109696,negative,positive,neutral
11058,802315841698205696,positive,neutral,neutral
11059,802319776307523584,neutral,neutral,neutral
11060,802320105304686596,neutral,neutral,neutral
11061,802320868017897472,neutral,neutral,neutral
11062,802323864411701248,positive,neutral,positive
11063,802331900782215172,neutral,neutral,neutral
11064,802332011813896192,neutral,neutral,neutral
11065,802332537632669697,positive,positive,neutral
11066,802334943393157121,negative,neutral,neutral
11067,802338703075143680,neutral,neutral,neutral
11068,802339445601107968,negative,negative,negative
11069,802340257215574016,negative,positive,positive
11070,802340389504040961,neutral,neutral,negative
11071,802342727765499904,positive,neutral,neutral
11072,802347421518983168,neutral,neutral,neutral
11073,802347730924208128,neutral,neutral,neutral
11074,802347799698345984,negative,negative,negative
11075,802352075099152384,neutral,neutral,neutral
11076,802353161696591872,neutral,positive,neutral
11077,802353777370165248,neutral,neutral,positive
11078,802354945169072129,negative,negative,neutral
11079,802370063848251392,negative,neutral,neutral
11080,802370068835205120,neutral,neutral,neutral
11081,802394292501225472,positive,positive,positive
11082,802396999798689792,positive,neutral,positive
11083,802398097267687424,neutral,neutral,negative
11084,802400259372523520,neutral,neutral,neutral
11085,802402728894992384,neutral,neutral,neutral
11086,802403090083282944,neutral,neutral,neutral
11087,802409680840654848,positive,positive,positive
11088,802412419624660993,positive,neutral,neutral
11089,802412734583283712,negative,positive,neutral
11090,802421007466250240,positive,positive,neutral
11091,802425221995233280,neutral,neutral,neutral
11092,802426434966802432,neutral,neutral,neutral
11093,802351500408201216,neutral,neutral,positive
11094,802351918916005888,negative,neutral,neutral
11095,802352093533274113,neutral,neutral,neutral
11096,802352104438374401,negative,negative,neutral
11097,802352301444886528,negative,neutral,neutral
11098,802352576146604032,negative,negative,neutral
11099,802352613576445952,neutral,neutral,positive
11100,802352815314063361,neutral,positive,neutral
11101,802352815595196416,negative,neutral,neutral
11102,802352857991303168,negative,neutral,negative
11103,802352963733876736,negative,negative,neutral
11104,802353231749730304,neutral,neutral,neutral
11105,802353285948645377,positive,positive,neutral
11106,802353416886325248,negative,positive,positive
11107,802353557340946432,negative,neutral,neutral
11108,802353636198248448,negative,neutral,neutral
11109,802354453680680960,neutral,neutral,neutral
11110,802354624569208832,negative,neutral,negative
11111,802354913510469632,positive,neutral,neutral
11112,802356159302643712,neutral,neutral,positive
11113,802356304778035200,negative,neutral,neutral
11114,802356487712571392,neutral,neutral,neutral
11115,802356765782343680,neutral,neutral,neutral
11116,802357260949196800,neutral,neutral,neutral
11117,802357671336624129,negative,negative,neutral
